duct_tape;adhesive_tape, tape_(sticky_cloth_or_paper);a wide silvery adhesive tape
duffel_bag;luggage_and_bags;a large cylindrical bag of heavy cloth (does not include suitcases)
dumbbell;sports_equipment;an exercising weight with two ball-like ends connected by a short handle
dumpster;container;a container designed to receive and transport and dump waste
dustpan;tool;a short-handled receptacle into which dust can be swept
eagle_(bird);bird, animal;large birds of prey noted for their broad wings and strong soaring flight
earphone;headphone;device for listening to audio that is held over or inserted into the ear
earplug;;a soft plug that is inserted into the ear canal to block sound
earrings;jewelry, fashion_accessory;jewelry to ornament the ear
easel;tripod;an upright tripod for displaying something (usually an artist's canvas)
eclair;pastry, baked_goods, food;oblong cream puff
edible_corn;food;ears or kernels of corn that can be prepared and served for human food (only mark individual ears or kernels)
eel;fish_(food), food;an elongate fish with fatty flesh
egg;food;oval reproductive body of a fowl (especially a hen) used as food
egg_roll;food;minced vegetables and meat wrapped in a pancake and fried
egg_yolk;egg, food;the yellow spherical part of an egg
eggbeater;mixer_(kitchenware), kitchen_utensil, kitchen_appliance, kitchenware;a mixer for beating eggs or whipping cream
eggplant;vegetable, food;egg-shaped vegetable having a shiny skin typically dark purple
electric_chair;;a chair-shaped instrument of execution by electrocution
elephant;mammal, animal;a common elephant
elevator_car;;where passengers ride up and down
elk;deer, mammal, animal;large northern deer with enormous flattened antlers in the male
envelope; office_supplies;a flat (usually rectangular) container for a letter, thin package, etc.
eraser;office_supplies;an implement used to erase something
eyepatch;;a protective cloth covering for an injured eye
face_powder;cosmetics;cosmetic powder for the face
facial_tissue_holder;bathroom_accessory;holder for facial tissue
falcon_(bird);bird, animal;birds of prey having long pointed powerful wings adapted for swift flight
fan;home_appliance;a device for creating a current of air by movement of a surface or surfaces /machine with spinning blades used to create airflow
fashion_accessory;clothing;item which is used to contribute to the wearer's outfit
fast_food;food;inexpensive food (hamburgers or chicken or milkshakes) prepared and served quickly
faucet;control, plumbing_fixture;a regulator for controlling the flow of a liquid from a reservoir
fax;office_supplies;duplicator that transmits the copy by wire or radio
fedora_(hat);hat, clothing, fashion_accessory;a hat made of felt with a creased crown
ferret;carnivore, mammal, animal;domesticated albino variety of the european polecat bred for hunting rats and rabbits
ferris_wheel;;a large wheel with suspended seats that remain upright as the wheel rotates (ruota panoramica)
ferry;boat, watercraft, vehicle;a boat that transports people or vehicles across a body of water and operates on a regular schedule
fig_(fruit);fruit, food;fleshy sweet pear-shaped yellowish or purple fruit eaten fresh or preserved or dried
fighter_jet;airplane, aircraft, vehicle;a high-speed military or naval airplane designed to destroy enemy targets
figurine;;a small carved or molded figure
file_(tool);;a steel hand tool with small sharp teeth on some or all of its surfaces- used for smoothing wood or metal
file_cabinet;furniture;office furniture consisting of a container for keeping papers in order
fire_alarm;;an alarm that is tripped off by fire or smoke
fire_engine;truck, motor_vehicle, land_vehicle, vehicle;large trucks that carry firefighters and equipment to the site of a fire
fire_extinguisher;;a manually operated device for extinguishing small fires
fire_hose;hose;a large hose that carries water from a fire hydrant to the site of the fire
fire_hydrant;pipe;an upright hydrant for drawing water to use in fighting a fire
fireplace;;an open recess in a wall at the base of a chimney where a fire can be built
first_aid_kit;;kit consisting of a set of bandages and medicines for giving first aid
fish;animal;any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills
fish_(food);food;the flesh of fish used as food
fishbowl;aquarium,  container;a transparent bowl in which small fish are kept
fishing_rod;;a rod that is used in fishing to extend the fishing line
flag;;emblem usually consisting of a rectangular piece of cloth of distinctive design (do not include pole)
flagpole;;a tall staff or pole on which a flag is raised
flamingo;bird, animal;large pink web-footed bird with down-bent bill
flannel;clothing;a soft light woolen fabric- used for clothing
flap;;any broad thin covering attached at one edge, such as a mud flap next to a wheel or a flap on an airplane wing
flash;;a lamp for providing momentary light to take a photograph
flashlight;tool;a small portable battery-powered electric lamp/portable, hand-held electric light
fleece;;a soft bulky fabric with deep pile- used chiefly for clothing
flip_flop_(sandal);sandal_(type_of_shoe), shoe, footwear;a backless sandal held to the foot by a thong between two toes
flipper_(footwear);sports_equipment, footwear;a shoe to aid a person in swimming
flower;plant;reproductive organ of angiosperm plants especially one having showy or colorful parts
flower_arrangement;flower;a decorative arrangement of flowers
flowerpot;container;a container in which plants are cultivated
flute_(musical_instrument);musical_instrument; a high-pitched woodwind instrument- a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown
flute_glass;wine_glass, glass_(drink_container), tableware, kitchenware;a tall narrow wineglass
foal;horse, mammal, animal;a young horse
folding_chair;chair, furniture;a chair that can be folded flat for storage
food;;any substance consumed to provide nutritional support for the body- form of energy stored in chemical
food_processor;kitchen_appliance, home_appliance, kitchenware;a kitchen appliance for shredding, blending, chopping, or slicing food
football;ball, sports_equipment;the inflated oblong ball used in playing american football
football_helmet;helmet, clothing, sports_equipment;a padded helmet with a face mask to protect the head of football players
footstool;stool, furniture;a low seat or a stool to rest the feet of a seated person
footwear;clothing;covering for a person's feet
fork;tableware, kitchen_utensil, kitchenware, tool;cutlery used for serving and eating food
forklift;motor_vehicle, vehicle;an industrial vehicle with a power operated fork in front that can be inserted under loads to lift and move them
fountain;;a structure from which an artificially produced jet of water arises
fox;carnivore, mammal, animal;alert carnivorous mammal with pointed muzzle and ears and a bushy tail- most are predators that do not hunt in packs
freight_car;railcar_(part_of_a_train),  vehicle;a railway car that carries freight
french_fries;fast_food, food;strips of potato fried in deep fat
french_toast;food;bread slice dipped in egg and milk and fried
freshener;;anything that freshens air by removing or covering odor
frisbee;toy, sports_equipment;a light, plastic disk propelled with a flip of the wrist for recreation or competition
frog;animal, reptile;a tailless stout-bodied amphibians with long hind limbs for leaping
fruit;food;the ripened reproductive body of a seed plant
frying_pan;pan_(for_cooking), kitchen_utensil, kitchenware;a pan used for frying foods
fudge;candy, food;soft creamy candy
fume_hood;;metal covering leading to a vent that exhausts smoke or fumes
funnel;;a cone-shaped utensil used to channel a substance into a container with a small mouth
furniture;;furnishings that make a room or other area ready for occupancy
futon;mattress;a pad that is used for sleeping on the floor or on a raised frame
gag;;restraint put into a person's mouth to prevent speaking or shouting
gameboard;;a flat portable surface (usually rectangular) designed for board games
garbage;container;a receptacle where waste can be discarded
garbage_truck;truck, motor_vehicle, land_vehicle, vehicle;a truck for collecting domestic refuse
garden_hose;hose;a hose used for watering a lawn or garden
gargle;;a medicated solution used for gargling and rinsing the mouth
gargoyle;;an ornament consisting of a grotesquely carved figure of a person or animal
garlic;food;aromatic bulb used as seasoning
gas_stove;kitchenware, kitchen_appliance, home_appliance;a range with gas rings and an oven for cooking with gas
gasmask;mask;a protective face mask with a filter
gazelle;antelope, mammal, animal;small swift graceful antelope of africa and asia having lustrous eyes
gelatin;food;an edible jelly made with gelatin and used as a dessert or salad base or a coating for foods
gemstone;;a crystalline rock that can be cut and polished for jewelry
generator;motor;engine that converts mechanical energy into electrical energy by electromagnetic induction
gift_wrap;;attractive wrapping paper suitable for wrapping gifts
ginger;food;the root of the common ginger plant- used fresh as a seasoning
giraffe;mammal, animal;tall animal having a spotted coat and small horns and very long neck and legs
girl;person;a young woman
glass_(drink_container);container,kitchenware,tableware;a container for holding liquids while drinking
glasses;fashion_accessory;optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision
globe;;a sphere on which a map (especially of the earth) is represented
glove;clothing, fashion_accessory;handwear covering the hand
goat;mammal, animal;a common goat
goggles;glasses, fashion_accessory;tight-fitting spectacles worn to protect the eyes- forms of protective eyewear
goldfish;fish, animal;small golden or orange-red freshwater fishes used as pond or aquarium pets
golf_ball;ball, sports_equipment;a small hard ball used in playing golf- dimpled to reduce wind resistance
golf_club;sports_equipment;golf equipment used by a golfer to hit a golf ball
golfcart;motor_vehicle, vehicle, land_vehicle;a small motor vehicle in which golfers can ride between shots
gondola_(boat);boat, watercraft, vehicle;long narrow flat-bottomed boat propelled by sculling- traditionally used on canals of venice
goose;bird, animal;loud, web-footed long-necked aquatic birds usually larger than ducks
gorilla;mammal, animal;largest ape
gourd;pumpkin, squash_(vegetable), plant;any of numerous inedible fruits with hard rinds
grape;fruit, food;any of various juicy fruit with green or purple skins- grow in clusters
grapefruit;fruit, food;a large, round, yellow fruit, similar to an orange, that has a sharp, slightly bitter taste.
grater;kitchen_utensil;utensil with sharp perforations for shredding foods (as vegetables or cheese)
gravestone;;a stone that is used to mark a grave
gravy_boat;dish,  tableware,kitchenware;a dish (often boat-shaped) for serving gravy or sauce
green_bean;food;a common bean plant cultivated for its slender green edible pods
green_onion;vegetable, food;a young onion before the bulb has enlarged
griddle;kitchen_utensil, kitchenware;cooking utensil consisting of a flat heated surface on which food is cooked
grill;;a framework of metal bars used as a partition or a grate
grinder;tool;a machine used to rub or press something until it becomes a powder
grits;food;coarsely ground corn boiled as a breakfast dish
grizzly;brown_bear, bear, carnivore, mammal, animal;powerful brownish-yellow bear of the uplands of western north america
grocery_bag;plastic_bag, container;a sack for holding customer's groceries
guacamole;condiment, food;a dip made of mashed avocado mixed with chopped onions and other seasonings
guitar_(musical_instrument);musical_instrument;a stringed instrument usually having six strings- played by strumming or plucking
gull;seabird, bird, animal;mostly white aquatic bird having long pointed wings and short legs
gun;weapon;a weapon that discharges a bullet at high velocity from a metal tube
hair_curler;;a cylindrical tube around which the hair is wound to curl it
hair_dryer;;a hand-held electric blower that can blow warm air onto the hair
hair_spray;cosmetics;toiletry consisting of a commercial preparation that is sprayed on the hair to hold it in place
hairbrush;;a brush used to groom a person's hair
hairnet;;a small net that someone wears over their hair to keep it in place
hairpin;pin_(non_jewelry), fashion_accessory;a double pronged pin used to hold women's hair in place
halter_top;clothing;a woman's top that fastens behind the back and neck leaving the back and arms uncovered
ham;food;meat cut from the thigh of a hog (usually smoked)
hamburger;sandwich, fast_food, food;a sandwich consisting of a patty of minced beef served on a bun
hammer;tool;a hand tool with a heavy head and a handle- used to deliver an impulsive force by striking
hammock;bed, furniture;a hanging bed of canvas or rope netting (usually suspended between two trees)
hamper;basket, container;a basket usually with a cover
hamster;rodent, mammal, animal;short-tailed burrowing rodent with large cheek pouches
hand_dryer;home_appliance;electric hand-drying machine
hand_glass;mirror, reflector;a mirror intended to be held in the hand
hand_towel;towel;a small towel used to dry the hands or face
handbag;luggage_and_bags;a container used for carrying money and small personal items or accessories
handcart;land_vehicle, vehicle;wheeled vehicle that can be pushed by a person
handcuff;;shackle that consists of a metal loop that can be locked around the wrist
handgun;gun, weapon;a firearm that is held and fired with one hand
handkerchief;;a square piece of cloth used for wiping the eyes or nose or as a costume accessory
handle;;the appendage to an object that is designed to be held in order to use or move it
handsaw;tool;a saw used with one hand for cutting wood
harbor_seal;marine_mammal, mammal, animal;small spotted seal of coastal waters of the northern hemisphere
hardback_book;book;a book with cardboard or cloth or leather covers
harmonica_(musical_instrument);musical_instrument;a small rectangular free-reed instrument having a row of free reeds set back in air holes and played by blowing into the desired hole
harp_(musical_instrument);musical_instrument;a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck- the strings stretched between the neck and the soundbox are plucked with the fingers
harpsichord;musical_instrument;a clavier with strings that are plucked by plectra mounted on pivots (plucked-string keyboard instrument)
hat;clothing, fashion_accessory;headwear that protects the head from bad weather, sun, or worn for fashion
hatbox;container;a round piece of luggage for carrying hats
headband;fashion_accessory;a band worn around or over the head
headboard;forniture;a vertical board or panel forming the head of a bedstead
headlight;;a powerful light with reflector- attached to the front of an automobile or locomotive
headphones;;receiver consisting of a pair of headphones
headscarf;scarf, fashion_accessory;a kerchief worn over the head and tied under the chin
headstall_(for_horses);;the band that is the part of a bridle that fits around a horse's head
heart;;a muscular organ- its contractions move the blood through the body
heater;home_appliance;device that heats water or supplies warmth to a room
hedgehog;mammal, animal;small nocturnal old world mammal covered with both hair and protective spines
helicopter;aircraft, vehicle;an aircraft without wings that obtains its lift from the rotation of overhead blades
helmet;clothing, sports_equipment;a protective headgear made of hard material to resist blows
heron_(bird);bird, animal;grey or white wading bird with long neck and long legs and (usually) long bill
high_heels;shoe, footwear;footwear that raises the heel of the wearer's foot significantly higher than the toes
highchair;footwear, clothing;a chair for feeding a very young child
hiking_equipment;sports_equipment;equipment taken on outdoor walking trips
hinge;;a joint that holds two parts together so that one can swing relative to the other
hippopotamus;mammal, animal;massive thick-skinned animal living in or around rivers of tropical africa
hockey_stick;sports_equipment;sports implement consisting of a stick used by hockey players to move the puck
home_appliance;;an appliance that does a particular job in the home
home_plate_(baseball);baseball_base, sports_equipment;(baseball) a rubber slab where the batter stands- it must be touched by a base runner in order to score
honey;food;a sweet yellow liquid produced by bees
honeycomb;food;mass of hexagonal wax cells built by honey bees in their nests
hook;;a curved or bent implement for suspending or pulling something
hookah;tobacco_pipe;a tobacco pipe with a long flexible tube connected to a container where the smoke is cooled by passing through water
horizontal_bar;sports_equipment;gymnastic apparatus consisting of a bar supported in a horizontal position by uprights at both ends
horn_(musical_instrument);musical_instrument;a brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves (type of brass instrument made of tubing wrapped into a coil with a flared bell)
hornet;insect, invertebrate, animal;large stinging wasp
horse;mammal, animal;a common horse
horse_buggy;horse_carriage,  vehicle;a small lightweight carriage- drawn by a single horse
horse_carriage;land_vehicle, vehicle;a vehicle with wheels drawn by one or more horses
hose;;a flexible pipe for conveying a liquid or gas
hot_air_balloon;aircraft, vehicle;balloon for travel through the air in a basket suspended below a large bag of heated air
hot_dog;fast_food, food;cooked or grilled meat, often eaten with a bread bun
hot_sauce;condiment, food;a pungent peppery sauce
hotplate;kitchen_appliance, home_appliance;a portable electric appliance for heating or cooking or keeping food warm
hourglass;;a sandglass timer that runs for sixty minutes
house;building;building usually intended for living in
houseboat;boat, watercraft, vehicle;a barge that is designed and equipped for use as a dwelling
houseplant;plant;any of a variety of plants grown indoors for decorative purposes
human_arm;;forearm and upper arm together
human_beard;;facial hair on the chin, upper lip, cheeks and neck
human_body;;alternative names for the body of a human being
human_ear;;organ that detects sound- organ of hearing and balanc
human_eye;;organ that detects light and converts it into electro-chemical impulses in neurons
human_face;;the front of the human head from the forehead to the chin and ear to ear
human_foot;;the part of the leg of a human being below the ankle joint
human_hair;;protein filament that grows from follicles found in the dermis, or skin
human_hand;;extremity at the end of an arm or forelimb
human_head;;the head of a human being
human_leg;;"weight bearing and locomotive anatomical structure, usually having a columnar shape, function as ""extensible struts"""
human_mouth;;first portion of the alimentary canal that receives food
human_nose;;the part of the face that sticks out above the mouth, through which you breathe and smell
humidifier;home_appliance;device that increases humidity
hummingbird;bird, animal;tiny american bird having brilliant iridescent plumage and long slender bills
hummus;condiment, food;a thick spread made from mashed chickpeas
ice_cream;dessert, food;frozen dessert containing cream and sugar and flavoring
ice_maker;kitchen_appliance, home_appliance;an appliance included in some electric refrigerators for making ice cubes
ice_pack;container;a waterproof bag filled with ice: applied to the body (especially the head) to cool or reduce swelling
ice_skate;sports_equipment;skate consisting of a boot with a steel blade fitted to the sole
identity_card;;a card certifying the identity of the bearer
igniter;;a substance or device used to start a fire
indoor_rower;sports_equipment;sports equipment
inhaler;dispenser, container;a dispenser that produces a chemical vapor to be inhaled through mouth or nose
inkpad;;absorbent material saturated with ink used to transfer ink evenly to a rubber stamp
insect;invertebrate, animal;small air-breathing arthropod
invertebrate;animal;any animal lacking a backbone or notochord- the term is not used as a scientific classification
ipod;stereo_(sound_system);a pocket-sized device used to play music files
iron_(for_clothing);home_appliance;home appliance consisting of a flat metal base that is heated and used to smooth cloth
ironing_board;;narrow padded board on collapsible supports- used for ironing clothes
isopod;marine_invertebrates, invertebrate, animal;any of various small terrestrial or aquatic crustaceans with seven pairs of legs adapted for crawling (order of arthropods)
jacket;coat, clothing;a waist-length coat
jacuzzi;; a bath or pool into which warm water flows through small holes, producing a pleasant bubbling effect
jaguar;carnivore, mammal, animal;a large spotted feline of tropical america similar to the leopard- in some classifications considered a member of the genus felis
jam;food;preserve of crushed fruit
jar;container;a vessel (usually cylindrical) with a wide mouth and without handles
jeans;trousers, clothing;(usually plural) close-fitting trousers of heavy denim for manual work or casual wear
jeep;car, motor_vehicle, land_vehicle,vehicle;a car suitable for traveling over rough terrain
jelly_bean;candy, food;sugar-glazed jellied candy
jellyfish;marine_invertebrates, invertebrate, animal;any of numerous usually marine and free-swimming coelenterates that constitute the sexually reproductive forms of hydrozoans and scyphozoans
jersey;shirt, clothing;a close-fitting pullover shirt
jet_plane;airplane, aircraft, vehicle;an airplane powered by one or more jet engines
jewel;jewelry, fashion_accessory;a precious or semiprecious stone incorporated into a piece of jewelry
jewelry;fashion_accessory;an adornment (as a bracelet or ring or necklace) made of precious metals and set with gems (or imitation gems)
joystick;control;a control device for computers consisting of a vertical handle that can move freely in two directions
jug;tableware, kitchenware,  container;container used to hold liquid
juice;drink;drinkable liquid produced from squeezing fruit and vegetables
jumpsuit;clothing;one-piece garment fashioned after a parachutist's uniform
kangaroo;mammal, animal;any of several herbivorous leaping marsupials of australia and new guinea having large powerful hind legs and a long thick tail
kayak;canoe, boat, watercraft, vehicle;a small canoe consisting of a light frame made watertight with animal skins
keg;barrel, container;small cask or barrel
kennel;;outbuilding that serves as a shelter for a dog
kettle;pot, kitchen_utensil, kitchenware;a metal pot for stewing or boiling- usually has a lid
key;;metal instrument used to unlock a lock
keycard;;a plastic card used to gain access typically to a door
kilt;skirt, clothing;a knee-length pleated tartan skirt worn by men as part of the traditional dress in the highlands of northern scotland
kimono;robe, clothing;a loose robe- imitated from robes originally worn by japanese
kitchen_&_dining_room_table;table, furniture;a table in the kitchen
kitchen_appliance;kitchenware;a home appliance used in preparing food
kitchen_knife;tableware, kitchenware, knife;knive intended for use in the process of preparing food
kitchen_sink;sink, plumbing_fixture;a sink in a kitchen
kitchen_utensil;kitchenware;a utensil used in preparing food (small hand-held tool used for food preparation)-a kitchen utensil made of material that does not melt easily- used for cooking
kitchenware;;hardware utensils for use in a kitchen (tools, utensils, appliances, dishes, and cookware, that can be used in the process of food preparation, cooking or baking, or the serving of food, or to hold or store food before or after preparation)
kite;toy, sports_equipment;plaything consisting of a light frame covered with tissue paper- flown in wind at end of a string
kitten;cat, carnivore, mammal, animal;young domestic cat
kiwi_fruit;fruit, food;fuzzy brown egg-shaped fruit with slightly tart green flesh
knee_pad;clothing;protective garment consisting of a pad worn by football or baseball or hockey players
knife;kitchen_utensil, kitchenware, tool, weapon;tool with a blade and point used as a cutting instrument
knitting_needle;needle;needle consisting of a slender rod with pointed ends- usually used in pairs
knob;handle;a round handle often found on a door
knocker_(on_a_door);;a device (usually metal and ornamental) attached by a hinge to a door
koala;mammal, animal;sluggish tailless australian marsupial with grey furry ears and coat
lab_coat;coat, clothing;a light coat worn to protect clothing from substances used while working in a laboratory
ladder;tool;steps consisting of two parallel members connected by rungs
ladle; kitchen_utensil, kitchenware;a spoon-shaped vessel with a long handle frequently used to transfer liquids
ladybug;beetle, insect, invertebrate, animal;small round bright-colored and spotted beetle, typically red and black
lamb_(animal);sheep, mammal, animal;young sheep
lamb_chop;food;chop cut from a lamb
lamp;furniture;a piece of furniture holding one or more electric light bulbs
lamppost;;a metal post supporting an outdoor lamp (such as a streetlight)
lampshade;;a protective ornamental shade used to screen a light bulb from direct view
land_vehicle;vehicle;vehicle mainly meant to move on land
lantern;;light in a transparent protective case
lanyard;;a cord worn around the neck to hold a knife or whistle, etc.
laptop_computer;;a portable computer small enough to use in your lap
lasagna;food;baked dish of layers of lasagna pasta with sauce and cheese and meat or vegetables
latch;;a bar that can be lowered or slid into a groove to fasten a door or gate
lavender;flower, plant;any of various old world aromatic shrubs or subshrubs with usually mauve or blue flowers- widely cultivated
lawn_mower;;garden tool for mowing grass on lawns
leather;;an animal skin made smooth and flexible by removing the hair and then tanning
legging_(clothing);clothing;a garment covering the leg (usually extending from the knee to the ankle)
lego;toy;a child's plastic construction set for making models from blocks
legume;food;the fruit or seed of bean or pea plants
lemon;fruit, food;yellow oval fruit with juicy acidic flesh
lemonade;drink;sweetened beverage of diluted lemon juice
leopard;carnivore, mammal, animal;large feline of african and asian forests usually having a tawny coat with black spots
lettuce;vegetable, food, plant;leafy plant commonly eaten in salad or on sandwiches
license_plate;auto_part;a plate mounted on the front and back of car and bearing the car's registration number
life_buoy;;a ring-shaped life preserver used to prevent drowning (not a life-jacket or vest)
life_jacket;sports_equipment;life preserver consisting of a sleeveless jacket of buoyant or inflatable design
light_bulb;;lightblub/source of light
light_switch;;device used to operate electric lights, permanently connected equipment, or electrical outlets
lighthouse;tower, building;a tower with a light that gives warning of shoals to passing ships (structure designed to emit light to aid navigation)
lightning_rod;;a metallic conductor that is attached to a high point and leads to the ground
lily;flower, plant;any liliaceous plant of the genus lilium having showy pendulous flowers
lime;fruit, food;the green acidic fruit of any of various lime trees
limousine;car, motor_vehicle, land_vehicle,vehicle;long luxurious car- usually driven by a chauffeur
lion;carnivore, mammal, animal;large gregarious predatory cat of africa and india
lip_balm;medicine;a balm applied to the lips
lipstick;cosmetics;makeup that is used to color the lips
liquor;alcohol, drink;liquor or beer
lizard;animal, reptile;a reptile with usually two pairs of legs and a tapering tail
lobster;shellfish, seafood, fish_(food), food, marine_invertebrates, invertebrate, animal;any of several edible marine crustaceans of the families homaridae and nephropsidae and palinuridae
locker;;a storage compartment for clothes and valuables- usually it has a lock
log;;a segment of the trunk of a tree when stripped of branches
lollipop;candy, food;hard candy on a stick
loveseat;couch, furniture;small sofa that seats two people
luggage_and_bags;clothing;cases or container for storing traveler's items (luggage) and soft container used to hold foods and other goods (bags)
lynx;carnivore, mammal, animal;short-tailed wildcats with usually tufted ears- valued for their fur
machine_gun;gun, weapon;a rapidly firing automatic gun
magazine;;a paperback periodic publication
magnet;;a device that attracts iron and produces a magnetic field
magpie_(bird);bird, animal;long-tailed black-and-white crow that utters a raucous chattering call
mail_slot;;a slot (usually in a door) through which mail can be delivered
mailbox_(at_home);container;a private box for delivery of mail
mallard;duck, bird, animal;wild dabbling duck from which domestic ducks are descended
mallet;;a sports implement with a long handle and a hammer-like head used to hit a ball
mammal;animal;any warm-blooded vertebrate having the skin more or less covered with hair- young are born alive except for the small subclass of monotremes and nourished with milk
mammoth;elephant, mammal, animal;any of numerous extinct elephants widely distributed in the pleistocene
man;person;an adult person who is male (as opposed to a woman)
manatee;mammal, animal;sirenian mammal of tropical coastal waters of america
mandarin_orange;fruit, food;a somewhat flat reddish-orange loose skinned citrus of china
manger;container;a container (usually in a barn or stable) from which cattle or horses feed
mango;fruit, food;large oval tropical fruit having smooth skin, juicy aromatic pulp, and a large hairy seed
manhole;;a hole (usually with a flush cover) through which a person can gain access to an underground structure
map;;a diagrammatic representation of the earth's surface (or part of it)
maple;tree, plant;any of numerous trees or shrubs of the genus acer bearing winged seeds in pairs- north temperate zone
maracas_(musical_instrument);musical_instrument;a percussion instrument consisting of a hollow gourd containing pebbles or beans- often played in pairs
marine_invertebrates;invertebrate, animal;invertebrate that partially or wholly inhabits marine habitats
marine_mammal;mammal, animal;mammals that live in marine environments
marker;;a writing implement for making a mark
martini;cocktail, alcohol, drink;a cocktail made of gin (or vodka) with dry vermouth
mascot;;a person or animal that is adopted by a team or other group as a symbolic figure
mashed_potato;potato, vegetable, food;potato that has been peeled and boiled and then mashed
masher;kitchen_utensil;a kitchen utensil used for mashing (e.g. potatoes)
mask;;a protective covering worn over the face
mast;;a vertical spar for supporting sails
mat_(gym_equipment);sports_equipment;sports equipment consisting of a piece of thick padding on the floor for gymnastics
matchbox;box, container;a box for holding matches
mattress;pad;a thick pad filled with resilient material used as a bed or part of a bed
measuring_cup; cup, kitchen_utensil, kitchenware;graduated cup used to measure liquid or granular ingredients
meatball;food;ground meat formed into a ball and fried or simmered in broth
medical_equipment;;equipment designed to aid in the diagnosis, monitoring or treatment of medical conditions
medicine;;something that treats or prevents or alleviates the symptoms of disease
melon;fruit, food;fruit of the gourd family having a hard rind and sweet juicy flesh
microphone;;device for converting sound waves into electrical energy
microscope;;magnifier of the image of small objects
microwave_oven;kitchen_appliance, home_appliance, kitchenware;kitchen appliance that cooks food by passing an electromagnetic wave through it
milestone;;stone post at side of a road to show distances
milk;drink, food, dairy;a white nutritious liquid secreted by mammals and used as food by human beings
milk_can;can, container;can for transporting milk
milkshake;food;frothy drink of milk and flavoring and sometimes fruit or ice cream
miniskirt;skirt, clothing;a very short skirt
minivan;car, motor_vehicle, van, land_vehicle, vehicle;a small box-shaped passenger van
mint_candy;candy, food;a candy that is flavored with a mint oil
mirror;reflector;polished surface that forms images by reflecting light
missile;weapon;a rocket carrying a warhead of conventional or nuclear explosives- may be ballistic or directed by remote control ( self-propelled guided weapon system)
mitten;glove, fashion_accessory;glove that encases the thumb separately and the other four fingers together
mixer_(kitchenware);kitchen_utensil, home_appliance, kitchen_appliance, kitchenware;a kitchen utensil that is used for mixing foods
mixing_bowl;tableware, kitchenware;bowl used with an electric mixer
money;;the official currency issued by a government or national bank
monitor_(computer_equipment);;a computer monitor
monkey;mammal, animal;any of various long-tailed primates
mop;;cleaning implement consisting of absorbent material fastened to a handle- for cleaning floors
moths_and_butterflies;insect, invertebrate, animal;order of insects that includes butterflies and moths
motor;;machine that converts other forms of energy into mechanical energy and so imparts motion
motor_scooter;motor_vehicle, land_vehicle, vehicle;a wheeled vehicle with small wheels and a low-powered engine
motor_vehicle; vehicle;a self-propelled wheeled vehicle that does not run on rails
motorcycle;motor_vehicle,  vehicle, land_vehicle;a motor vehicle with two wheels and a strong frame
mound_(baseball);sports_equipment;(baseball) the slight elevation on which the pitcher stands
mouse;mammal, animal;any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails
mouse_(computer_equipment);;a computer input device that controls an on-screen pointer (does not include trackpads / touchpads)
mousepad;;a small portable pad that provides an operating surface for a computer mouse
muffin;baked_goods, food, dessert;a sweet quick bread baked in a cup-shaped pan
mug;tableware, kitchenware;with handle and usually cylindrical
mule;mammal, animal;hybrid offspring of a male donkey and a female horse- usually sterile
mushroom;food;fleshy body of any of numerous edible fungi
music_stool;stool, furniture;a stool for piano players- usually adjustable in height
musical_instrument;;any of various devices or contrivances that can be used to produce musical tones or sounds
musical_keyboard_(musical_instrument);musical_instrument;musical instrument component
nail;tool;a thin pointed piece of metal that is hammered into materials as a fastener
nailfile;file_(tool), tool;a small flat file for shaping the nails
napkin;tableware;a small piece of table linen or paper that is used to wipe the mouth and to cover the lap in order to protect clothing
neckerchief;scarf, fashion_accessory;a kerchief worn around the neck
necklace;jewelry, fashion_accessory;jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament
needle;tool;a sharp pointed implement (usually metal)
nest;;a structure in which animals lay eggs or give birth to their young
newspaper;;a daily or weekly publication on folded sheets containing news, articles, and advertisements
newsstand;;a stall where newspapers and other periodicals are sold
nightshirt;pajamas, clothing;garments designed to be worn in bed
nightstand;furniture;small table or cabinet designed to stand beside a bed or elsewhere in a bedroom
nosebag_(for_animals);container;a canvas bag that is used to feed an animal (such as a horse)- covers the muzzle and fastens at the top of the head
noseband_(for_animals);;a strap that is the part of a bridle that goes over the animal's nose
notebook;book;a book with blank pages for recording notes or memoranda
notepad;;a pad of paper for keeping notes
nut;tool;a small metal block (usually square or hexagonal) with internal screw thread to be fitted onto a bolt
nutcracker;tool;a hand tool used to crack nuts open
oar;sports_equipment;an implement used to propel or steer a boat
oboe_(musical_instrument);musical_instrument;a slender double-reed instrument- a woodwind with a conical bore and a double-reed mouthpiece
octopus_(animal);invertebrate, animal;bottom-living cephalopod having a soft oval body with eight long tentacles
octopus_(food);seafood, food;tentacles of octopus prepared as food
office_building;;a building containing offices where work is done
office_supplies;;items regularly used in offices by businesses and other organizations
oil_lamp;;a lamp that burns oil (as kerosine) for light
olive_oil;condiment, food;oil from olives
omelet;food;beaten eggs cooked until just set- may be folded around e.g. ham or cheese or jelly
